"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"fia.fs.fed.us","fs.fed.us","https://www.fia.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"forest-atlas.fs.fed.us","fs.fed.us","https://forest-atlas.fs.fed.us","U.S. Department of Agriculture","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"foresthealth2.fs.fed.us","fs.fed.us","https://foresthealth2.fs.fed.us","U.S. Department of Agriculture","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fpl.fs.fed.us","fs.fed.us","https://www.fpl.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fs.fed.us","fs.fed.us","https://www.fs.fed.us","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"na.fs.fed.us","fs.fed.us","https://na.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ncrs.fs.fed.us","fs.fed.us","https://www.ncrs.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nrs.fs.fed.us","fs.fed.us","https://www.nrs.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nsl.fs.fed.us","fs.fed.us","https://nsl.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"originwww.fia.fs.fed.us","fs.fed.us","https://originwww.fia.fs.fed.us","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"originwww.fpl.fs.fed.us","fs.fed.us","https://originwww.fpl.fs.fed.us","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"originwww.fs.fed.us","fs.fed.us","https://originwww.fs.fed.us","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"originwww.nrs.fs.fed.us","fs.fed.us","https://originwww.nrs.fs.fed.us","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"psgeodata.fs.fed.us","fs.fed.us","https://psgeodata.fs.fed.us","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"roadless.fs.fed.us","fs.fed.us","https://roadless.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ross.fs.fed.us","fs.fed.us","https://ross.fs.fed.us","U.S. Department of Agriculture","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sawti.fs.fed.us","fs.fed.us","https://sawti.fs.fed.us","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"srs.fs.fed.us","fs.fed.us","https://srs.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"treesearch.fs.fed.us","fs.fed.us","https://www.treesearch.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"webcam.srs.fs.fed.us","fs.fed.us","https://webcam.srs.fs.fed.us","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"www1.fpl.fs.fed.us","fs.fed.us","https://www1.fpl.fs.fed.us","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","","","","","","No"
"fsapubs.gov","fsapubs.gov","http://fsapubs.gov","Department of Education","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"fsd.gov","fsd.gov","https://fsd.gov","General Services Administration","dotgov","No","Yes","Yes","No","Yes","Yes","No","No","No"
"fsgb.gov","fsgb.gov","http://fsgb.gov","Department of State","dotgov","No","No","No","","","","","","No"
"fsoc.gov","fsoc.gov","https://www.fsoc.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fsrs.gov","fsrs.gov","https://www.fsrs.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"activesync.ftc.gov","ftc.gov","http://activesync.ftc.gov","Federal Trade Commission","other","No","No","Preloaded","","","","","","No"
"bulkorder.ftc.gov","ftc.gov","https://www.bulkorder.ftc.gov","Federal Trade Commission","dap, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bulkorder2.ftc.gov","ftc.gov","http://bulkorder2.ftc.gov","Federal Trade Commission","censys-snapshot","No","No","Preloaded","Yes","No","No","No","No","No"
"business.ftc.gov","ftc.gov","http://business.ftc.gov","Federal Trade Commission","rdns-snapshot, eot2016","No","No","Preloaded","Yes","No","No","No","No","No"
"cal.robocall.ftc.gov","ftc.gov","http://cal.robocall.ftc.gov","Federal Trade Commission","other","No","No","Preloaded","","","","","","No"
"consumer.ftc.gov","ftc.gov","https://www.consumer.ftc.gov","Federal Trade Commission","dap, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"consumidor.ftc.gov","ftc.gov","https://www.consumidor.ftc.gov","Federal Trade Commission","dap, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"edit.bulkorder.ftc.gov","ftc.gov","http://edit.bulkorder.ftc.gov","Federal Trade Commission","dap, eot2016","No","No","Preloaded","Yes","No","No","No","No","No"
"edit.ftc.gov","ftc.gov","http://edit.ftc.gov","Federal Trade Commission","dap, eot2016","No","No","Preloaded","Yes","No","No","No","No","No"
"edit.staging.ftc.gov","ftc.gov","http://edit.staging.ftc.gov","Federal Trade Commission","censys-snapshot","No","No","Preloaded","","","","","","No"
"eis.ftc.gov","ftc.gov","https://eis.ftc.gov","Federal Trade Commission","eot2016","Yes","Yes","Preloaded","","","","","","No"
"files.robocall.ftc.gov","ftc.gov","http://files.robocall.ftc.gov","Federal Trade Commission","other","No","No","Preloaded","","","","","","No"
"ftc.gov","ftc.gov","https://www.ftc.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"groups.robocall.ftc.gov","ftc.gov","http://groups.robocall.ftc.gov","Federal Trade Commission","other","No","No","Preloaded","","","","","","No"
"listserv.ftc.gov","ftc.gov","http://listserv.ftc.gov","Federal Trade Commission","rdns-snapshot, eot2016","No","No","Preloaded","","","","","","No"
"loadtest.ftc.gov","ftc.gov","https://loadtest.ftc.gov","Federal Trade Commission","dap","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"maas360.ftc.gov","ftc.gov","https://maas360.ftc.gov","Federal Trade Commission","rdns-snapshot","No","Yes","Preloaded","No","Yes","Yes","No","No","No"
"maas360two.ftc.gov","ftc.gov","https://maas360two.ftc.gov","Federal Trade Commission","censys-snapshot","No","Yes","Preloaded","No","Yes","No","No","No","No"
"mail.robocall.ftc.gov","ftc.gov","http://mail.robocall.ftc.gov","Federal Trade Commission","other","No","No","Preloaded","","","","","","No"
"rins.ftc.gov","ftc.gov","https://rins.ftc.gov","Federal Trade Commission","censys-snapshot","No","Yes","Preloaded","No","Yes","Yes","No","Yes","No"
"rn.ftc.gov","ftc.gov","https://rn.ftc.gov","Federal Trade Commission","rdns-snapshot, eot2016","No","Yes","Preloaded","No","Yes","Yes","No","Yes","No"
"safe.ftc.gov","ftc.gov","https://safe.ftc.gov","Federal Trade Commission","rdns-snapshot, eot2016","No","No","Preloaded","","","","","","No"
"safe2.ftc.gov","ftc.gov","http://safe2.ftc.gov","Federal Trade Commission","censys-snapshot","No","No","Preloaded","","","","","","No"
"safe4.ftc.gov","ftc.gov","https://safe4.ftc.gov","Federal Trade Commission","censys-snapshot","No","Yes","Preloaded","No","Yes","No","No","No","No"
"safemtips.ftc.gov","ftc.gov","https://safemtips.ftc.gov","Federal Trade Commission","censys-snapshot","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"safepiv.ftc.gov","ftc.gov","https://safepiv.ftc.gov","Federal Trade Commission","censys-snapshot","No","Yes","Preloaded","No","Yes","No","No","No","No"
"safepiv2.ftc.gov","ftc.gov","https://safepiv2.ftc.gov","Federal Trade Commission","censys-snapshot","No","Yes","Preloaded","No","Yes","No","No","No","No"
"search.ftc.gov","ftc.gov","http://search.ftc.gov","Federal Trade Commission","eot2016","No","No","Preloaded","","","","","","No"
"securemail.ftc.gov","ftc.gov","https://securemail.ftc.gov","Federal Trade Commission","censys-snapshot","No","Yes","Preloaded","No","Yes","No","No","No","No"
"sites.robocall.ftc.gov","ftc.gov","http://sites.robocall.ftc.gov","Federal Trade Commission","other","No","No","Preloaded","","","","","","No"
"sslvpn.ftc.gov","ftc.gov","https://sslvpn.ftc.gov","Federal Trade Commission","censys-snapshot","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"video.ftc.gov","ftc.gov","http://video.ftc.gov","Federal Trade Commission","eot2016","No","No","Preloaded","","","","","","No"
"c8ejol7s.ftccomplaintassistant.gov","ftccomplaintassistant.gov","https://c8ejol7s.ftccomplaintassistant.gov","Federal Trade Commission","dap, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","Ready"
"chat.ftccomplaintassistant.gov","ftccomplaintassistant.gov","https://chat.ftccomplaintassistant.gov","Federal Trade Commission","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","Ready"
"cloudbeta.ftccomplaintassistant.gov","ftccomplaintassistant.gov","https://cloudbeta.ftccomplaintassistant.gov","Federal Trade Commission","rdns-snapshot, dap, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"dr-www.ftccomplaintassistant.gov","ftccomplaintassistant.gov","https://dr-www.ftccomplaintassistant.gov","Federal Trade Commission","dap","Yes","Yes","Preloaded","Yes","No","No","No","No","Ready"
"econsumer.ftccomplaintassistant.gov","ftccomplaintassistant.gov","https://econsumer.ftccomplaintassistant.gov","Federal Trade Commission","rdns-snapshot, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","Ready"
"ftccomplaintassistant.gov","ftccomplaintassistant.gov","https://ftccomplaintassistant.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ftcefile.gov","ftcefile.gov","https://ftcefile.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"stage.ftcefile.gov","ftcefile.gov","http://stage.ftcefile.gov","Federal Trade Commission","rdns-snapshot","No","No","Preloaded","","","","","","No"
"fueleconomy.gov","fueleconomy.gov","https://fueleconomy.gov","Department of Energy","dotgov","Yes","Yes","Yes","","","","","","No"
"fvap.gov","fvap.gov","https://www.fvap.gov","Department of Defense","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"acebasin.fws.gov","fws.gov","https://acebasin.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"alabama.fws.gov","fws.gov","https://alabama.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"alabamabeachmouse.fws.gov","fws.gov","https://alabamabeachmouse.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"alamosa.fws.gov","fws.gov","https://alamosa.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"alaska.fws.gov","fws.gov","https://alaska.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"alaskamaritime.fws.gov","fws.gov","https://alaskamaritime.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"alaskapeninsula.fws.gov","fws.gov","https://alaskapeninsula.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"alligatorriver.fws.gov","fws.gov","https://alligatorriver.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"answest.fws.gov","fws.gov","https://answest.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"arapaho.fws.gov","fws.gov","https://arapaho.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"arcata.fws.gov","fws.gov","https://arcata.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"archiecarr.fws.gov","fws.gov","https://archiecarr.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"arctic.fws.gov","fws.gov","https://arctic.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"arizonaes.fws.gov","fws.gov","https://arizonaes.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"arkansas-es.fws.gov","fws.gov","https://arkansas-es.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"arlingtontexas.fws.gov","fws.gov","https://arlingtontexas.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"arrowwood.fws.gov","fws.gov","https://arrowwood.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"ars.fws.gov","fws.gov","https://ars.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"assabetriver.fws.gov","fws.gov","https://assabetriver.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"atchafalaya.fws.gov","fws.gov","https://atchafalaya.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"athens.fws.gov","fws.gov","https://athens.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"auburnwildlife.fws.gov","fws.gov","https://auburnwildlife.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"audubon.fws.gov","fws.gov","https://audubon.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"backbay.fws.gov","fws.gov","https://backbay.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bayoucocodrie.fws.gov","fws.gov","https://bayoucocodrie.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bayousauvage.fws.gov","fws.gov","https://bayousauvage.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bayouteche.fws.gov","fws.gov","https://bayouteche.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bearriver.fws.gov","fws.gov","https://bearriver.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"becharof.fws.gov","fws.gov","https://becharof.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bentonlake.fws.gov","fws.gov","https://bentonlake.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bhg.fws.gov","fws.gov","https://bhg.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bigbranchmarsh.fws.gov","fws.gov","https://bigbranchmarsh.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"biglake.fws.gov","fws.gov","https://biglake.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"birddata.fws.gov","fws.gov","https://birddata.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"birdhabitat.fws.gov","fws.gov","https://birdhabitat.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"birdreport.fws.gov","fws.gov","https://birdreport.fws.gov","Department of the Interior","rdns-snapshot, eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","Ready"
"birds.fws.gov","fws.gov","https://birds.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bisonandelkplan.fws.gov","fws.gov","https://bisonandelkplan.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"bisonrange.fws.gov","fws.gov","https://bisonrange.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"blackbeardisland.fws.gov","fws.gov","https://blackbeardisland.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"blackwater.fws.gov","fws.gov","https://blackwater.fws.gov","Department of the Interior","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
